transmission_fluid_temperature,shift_time,transmission_line_pressure,gear_position,date
102.75598568789087,0.57148967375911,190.26081914919834,7,2023-05-11
107.93657498058982,0.9491377652987745,103.05568091605556,5,2023-06-16
94.88928139886312,0.5188184372920668,202.76675957353459,7,2023-08-05
97.69114962009252,1.1759306207741758,165.24582532774815,9,2023-05-22
109.29913756604448,0.6185179542306165,187.10795233426896,9,2023-09-16
114.61372354686574,0.7044575432677265,238.50368621585005,4,2023-01-11
118.418812484691,0.5146131253185383,99.10294971683082,6,2023-10-03
119.59947940768089,0.7344030536238035,233.9419697525087,5,2023-01-21
103.80995018083878,0.5375488772571559,190.70870063160072,7,2023-01-27
83.49801024433722,0.595883261602286,91.77359139048164,4,2023-07-22
103.13735026533298,1.4621626020298493,231.7337204542111,8,2023-02-15
88.17681427454605,0.5899882788285304,138.0839139330472,5,2023-10-16
105.93354865533765,1.286010133628539,91.47175458294221,8,2023-09-09
93.42686912478959,1.1446561899779422,103.3862771893861,9,2023-04-09
100.88559062686718,0.7926605848977301,195.62839094524938,10,2023-09-27
106.43747777041537,1.360532383602468,238.6237140960802,5,2023-06-05
116.33258425529588,0.9748659325238574,97.63801955213789,8,2023-12-27
111.70921795655289,0.7950316866861965,233.38565928139937,10,2023-08-29
80.84541086929701,1.2976805308719832,62.81038396981007,10,2023-10-24
86.1201723269528,1.1958470292875298,74.94680099392679,10,2023-06-03
114.7498820228976,0.5799885971651719,122.52481226551149,6,2023-07-12
109.72894763836075,0.829567779096953,167.5562976294557,6,2023-12-20
85.91544924324052,1.164900154941223,164.74276690686406,7,2023-09-26
103.55676052986587,0.7559833246692524,58.959404863380385,9,2023-05-25
103.50363513086769,1.1150300592884195,57.24189042824233,5,2023-02-16
110.99688052965494,0.8023576548374521,181.78365680764006,8,2023-03-24
112.53661548404018,0.7074119231719004,139.20546895805091,8,2023-12-01
106.9594370806799,0.8544970872196755,146.23657857316715,7,2023-11-05
108.52889465124686,0.8608876829342357,55.9976254597925,7,2023-05-14
106.66762864040689,1.1560249378998653,249.7466573939652,4,2023-03-06
86.039544828099,1.0909053330467482,167.7895000093725,6,2023-01-08
107.38256990673915,0.9338669663090875,232.83271372553128,8,2023-03-08
98.84497142501067,1.2472021301766612,123.17729429512667,7,2023-05-04
119.111939212084,1.3631925608103201,162.16508775341802,4,2023-12-15
108.35359337874733,0.5822896490686474,135.08370264711232,10,2023-03-28
94.96529020764555,1.1377375019945095,73.93678524028353,8,2023-07-10
116.40207090859202,1.212614403605543,137.02833164454393,9,2023-10-04
89.21518462106656,0.9383970554049197,97.12249403079636,5,2023-11-26
98.69698884091636,0.5567749961188142,102.46194934893336,10,2023-01-11
82.54508909110552,0.938932677942906,200.603139676559,8,2023-11-19
105.14848797320532,1.3729612115906198,118.29737366603624,10,2023-01-23
102.34180828339063,0.6613125966696131,198.61217891875583,10,2023-01-06
100.17852385940824,0.8644462546820043,246.6210028667848,4,2023-12-03
88.26640376455079,1.242880516222792,115.16230375668034,4,2023-02-16
99.7761001863746,1.3749530561561563,97.15362478472314,6,2023-11-03
98.36698169126653,1.4141488272834988,200.52552708082413,8,2023-09-15
80.87372306535133,1.277956461416549,164.9586555015215,5,2023-12-14
86.49500540391504,1.0943857174254843,209.2172760519778,10,2023-03-06
116.0756865518272,0.8494420862724084,81.66266717592032,5,2023-04-15
111.55786700149312,0.987340250376902,181.00824414375214,9,2023-10-06
84.7957676114949,0.5082133451818962,194.12807992578612,5,2023-03-21
118.9088489044833,0.8502688267892464,76.78244295241385,10,2023-01-19
98.61236287755335,1.2250435296984021,80.7703650352541,9,2023-05-15
110.00028081354455,1.155392221527415,238.0181576736963,4,2023-06-21
101.67161512906017,0.5082467567463297,87.99927627105583,10,2023-06-03
110.57293210665034,1.0472578119065332,187.3538228586199,6,2023-06-20
106.49737292442545,0.5073390709525529,158.72067380317736,6,2023-09-29
82.60447726646949,0.8633089270722704,215.46309022671437,8,2023-12-23
116.54206599146524,1.4906278675396232,60.07253569700741,5,2023-01-03
110.7373787446012,0.9095242075096316,52.87860543850393,6,2023-09-16
88.86400976578825,1.3928833574769166,200.06221514412198,4,2023-09-10
89.05445844291907,0.5159410028631922,225.67200365289122,5,2023-11-03
107.46648711313634,1.2196975483829051,176.64657777614724,7,2023-11-09
108.03723929709551,0.956888613401109,126.72774807910389,4,2023-01-10
83.48260040171594,1.0469181949885116,138.39095049147056,10,2023-02-07
116.20144993020426,1.4927050402606241,205.4219498191576,7,2023-12-21
109.87739150423559,0.8052643773775257,153.10363923137436,10,2023-06-04
119.36146099497653,1.3619793412616155,187.40774822819162,4,2023-07-01
97.30897788216295,1.4160394026152567,239.68509084104545,4,2023-05-02
83.44879296574325,0.7976355966811148,104.89573557971816,6,2023-01-15
116.22695486185759,0.5474903201464908,81.2416785364122,8,2023-02-21
112.51478132414394,1.2861128833737714,219.95083677442076,7,2023-01-16
80.00889992806216,1.4334582476161986,189.14808807124933,7,2023-08-01
101.20104794480785,0.9776074618524522,146.65547615393038,8,2023-05-24
80.29901211825458,1.3748022293694082,163.74137382785628,5,2023-05-03
94.06007640951772,0.7207537082307272,231.92303118982912,5,2023-05-22
114.7778561304404,1.2569010297274437,241.42868690941833,10,2023-04-07
106.95245684396079,1.203393099403552,52.28390947245403,6,2023-05-11
114.0246746386797,1.027435766944976,194.86248926339005,8,2023-04-12
102.28728711702786,0.8190610435043901,244.97737886436605,7,2023-03-19
110.96646191494153,0.7506042560664401,87.42240466186664,6,2023-02-22
99.44742324645985,1.2187552838098212,85.85621173314098,5,2023-06-08
100.111526636688,1.071021309268989,75.09884845174304,7,2023-11-01
103.91963488249691,1.3632559640783037,134.89791355068508,6,2023-10-29
85.62403847637054,1.3204510318665328,206.06491704767137,7,2023-08-24
105.73767155335074,0.675786195166056,158.20813674209052,6,2023-04-22
114.22751118567643,0.7144252536850081,127.41119356059795,5,2023-04-22
86.38072878140196,1.443937808859469,164.69100311939494,8,2023-07-03
95.0737592965136,0.8763951983611682,120.17705342967307,7,2023-03-02
116.81210133714606,1.0472507344826663,151.51470972904298,4,2023-04-12
92.45597017335652,0.9227548550872164,144.2414327335528,6,2023-11-04
115.00801362935727,1.0641735911824401,233.19047147617954,10,2023-10-11
105.64875571849086,1.175346344987993,156.6993660190052,4,2023-12-10
113.73749559207742,0.8642522010756143,181.84099478502583,4,2023-07-03
85.70977797083921,0.8317952286727325,109.25606707332648,10,2023-01-23
111.48086761332664,1.3450227734039037,122.45478897217077,6,2023-10-25
81.18782476853983,1.1177161465615175,245.3587204628141,4,2023-03-27
95.7829934432808,1.3535347824619741,171.84552122885015,4,2023-08-08
91.1923343087273,1.3686955133547283,109.97572343999695,5,2023-07-12
105.64612389554792,0.6616580187728592,64.180111554322,5,2023-04-25
110.58594887145183,1.3006019368431168,171.4413237164013,5,2023-06-21
93.80342006804894,1.400282352787098,66.63916192504558,7,2023-11-20
113.48368838200938,0.9388816779706698,82.34713260533019,5,2023-02-04
102.06841599579187,1.0049725432974959,93.21163779973239,7,2023-01-17
110.11897625398844,0.8753322452111605,178.20241778936548,6,2023-10-23
109.00543274824713,0.6506517197816157,130.64538009003923,7,2023-12-12
85.53641312557049,1.033651600024038,196.18036530971042,5,2023-02-04
109.25829768913383,0.8977260902147761,94.19008941675884,9,2023-07-20
113.05213180781669,1.3228188884956202,226.84754480059735,9,2023-06-11
81.40081863726178,0.9855275311336523,92.47719325671687,7,2023-12-28
86.49541501511872,1.4565895779332887,56.639454366997555,4,2023-12-08
100.81638838675138,1.2366809564055734,140.31758088308243,5,2023-08-22
82.3534549338949,0.7327569127139135,74.78214272827364,10,2023-06-02
94.64377062650553,0.9025681478069733,135.1477565546885,6,2023-11-28
113.57547566098833,1.1130689445852036,244.00102809339356,10,2023-09-06
84.04168206391759,0.634671393931551,210.17913405228546,4,2023-08-22
85.59765403828924,1.0084987786962354,142.2144378113067,10,2023-03-23
84.76961237076395,1.3685481347235613,195.72893064127564,5,2023-04-12
101.79512390356587,0.6746209704980631,135.10262409149362,7,2023-01-01
92.1639075209235,0.5844913341031941,50.21212597544997,4,2023-03-07
112.65345686168675,0.9969290444352777,210.14157735412337,6,2023-04-25
103.28734367914089,1.3909666676161383,202.52211353736877,8,2023-08-25
106.80029392194061,1.2029703575779336,233.51257651112243,5,2023-09-24
92.30231377386399,1.0745154990061434,73.03304749630728,6,2023-10-09
99.6715749693341,0.6749030986166511,212.57925135178294,7,2023-04-26
94.8267712438817,1.24281908983325,211.9278444445958,9,2023-03-21
99.8906024310009,1.1743645818430148,122.70726277861816,8,2023-03-25
107.53069385444886,1.4579219054404444,130.46773513768613,4,2023-03-02
98.03328546863295,0.6237501892823826,134.0723835005844,6,2023-05-01
82.6670171227351,0.8302188751948859,120.89206293719018,4,2023-10-02
94.83451752552754,0.9834254933549861,166.3128473204976,4,2023-01-04
115.5407799595782,1.1403695965448875,152.90543654459083,6,2023-07-27
112.92794973506025,0.9698670740468369,165.18053886639296,10,2023-05-30
113.31668925318331,0.8890144884045108,170.10396466949078,9,2023-12-13
87.24396600362338,0.8695892670848187,188.7536307240356,4,2023-04-05
83.17483268354944,0.5958670846211894,108.9836782781714,9,2023-05-26
112.5309342825486,0.9090895093783182,87.96298924223929,10,2023-04-04
106.63797783305208,0.7515574789742706,155.86621824392455,9,2023-11-04
100.33074473543479,0.7913957245123535,136.31904250600002,9,2023-05-23
107.48652178526066,0.5032932713609009,192.57727774150973,7,2023-12-17
117.23564044295841,0.5361089659435588,163.824542246811,7,2023-12-08
85.16430194958029,0.784789412390361,188.5581573731096,5,2023-04-09
86.78014739223292,0.6911476601378883,88.80040054990707,8,2023-08-14
103.59466173813556,1.057993544464099,248.1332280166866,8,2023-12-01
108.27211217016678,1.012862620310519,95.91778667485957,8,2023-10-01
105.7436342714655,1.3541217466898956,129.54417290233255,7,2023-03-14
90.15776249534787,0.5613558055094517,193.86832944576847,9,2023-11-25
104.88760488339307,1.1873021102149162,55.060428054643175,5,2023-04-02
102.4092253131323,1.4092952244113168,215.35080174952537,8,2023-02-22
80.96604433194896,1.1190237511081058,165.8188170432726,5,2023-11-23
104.89419973301162,1.3500701117005045,226.15761779334417,8,2023-01-06
98.04502947816069,1.0737853076787733,158.4673425364154,9,2023-08-13
114.13240285467836,1.2775755496552632,55.433545846868505,10,2023-02-24
106.21335809353747,0.566898945865214,148.68534061995217,8,2023-08-23
101.86959890282964,0.6662324106294899,229.33457772347182,4,2023-03-18
115.82007644725827,0.5898628026446131,101.71227718594744,8,2023-02-13
106.55423821250311,1.4117046379228158,113.95991044080156,10,2023-03-29
90.02215252349978,1.069092880238393,56.50646313960848,9,2023-01-20
98.70306585357443,0.841859105429297,220.2008907585794,6,2023-11-30
106.8977355076515,1.0322654972137215,223.4218998856384,6,2023-12-26
112.82783139446828,0.5091571295376356,82.47711402239946,10,2023-07-06
91.3340733994726,1.1929979722262876,92.70082496705996,6,2023-08-18
109.06009480944823,0.76285629980234,156.73144250269726,6,2023-03-15
107.31198448418756,0.7465201498631436,93.0864332394606,8,2023-04-08
85.88600797663435,0.7439652169250206,92.42156575873878,4,2023-06-09
86.11626438257427,0.810067449991165,130.44173950750036,9,2023-07-27
100.06795874602483,1.1639984874529057,163.07709363987362,5,2023-09-18
96.44597689444525,1.1226462911233366,55.403779058217985,10,2023-07-06
85.34317753325341,1.094678566528123,225.74280106284047,6,2023-09-04
83.50629846540612,0.8036562330566975,194.64449297900518,6,2023-05-22
115.90506660585768,1.2493730012377182,67.59448807635988,9,2023-01-19
87.66197896347485,1.4826697739314965,165.0314442329706,8,2023-04-25
94.7028190838452,1.1283180524753604,76.47766927161848,7,2023-06-06
98.64619112563294,1.0344308113859513,186.9140419723721,5,2023-08-02
83.32113384872494,0.6742801166902278,88.90997344899782,9,2023-03-28
85.52734005796233,0.5789405773726111,97.0500566165029,4,2023-01-27
101.01723691058729,0.7257132978091172,218.71208964010387,8,2023-03-20
107.97535527874052,0.9862944003325963,112.24735543980393,4,2023-11-12
113.77923280851954,0.7856140383318067,217.04422866488196,4,2023-04-30
114.50031748965333,1.4845950629810285,201.68728701878823,9,2023-12-13
101.80114709704588,1.1173239240611588,113.92785650508543,4,2023-10-29
91.47196899073856,0.8372393503425261,187.9379686800215,6,2023-01-03
103.18257259922014,1.2372490253226973,51.61607997026958,7,2023-10-30
104.91973877775496,0.7202804030776911,164.72447458588658,4,2023-06-19
91.47627479206831,1.4102710338874422,215.63932279734973,5,2023-01-24
106.68884640698349,0.987311403287987,218.84906057380792,4,2023-01-16
86.96731217391671,1.012072785906907,173.89295748100963,5,2023-07-27
91.8325443213956,0.7259519509307106,120.4860678794377,6,2023-09-19
117.20271117042898,0.5167681168571512,244.40740364675833,9,2023-01-26
100.40115959306259,1.4912454891539215,247.94332829262743,8,2023-02-03
86.02087675221857,1.250587581749254,54.98810992951202,8,2023-07-22
106.73674590979668,1.2856642263356695,81.98649020133621,8,2023-02-26
89.1885735293812,0.8303132858428767,245.21881171034744,8,2023-01-11
81.39414001769377,1.0971396919437892,248.71929031276863,8,2023-04-02
114.87610438775438,0.8844347558777538,238.78355979034964,7,2023-11-11
97.37682761801443,0.5153513152504934,65.4468958885983,6,2023-05-01
111.09483881998835,1.2979124667963449,181.0575435758609,8,2023-12-25
114.17970537815384,0.5078562106892139,63.075268446190314,8,2023-09-16
102.94016786977052,1.0391539921004167,144.67999881261323,7,2023-01-13
83.87584686412085,1.020924634412705,245.47300452375396,7,2023-11-20
92.80886852645372,0.8551019661038469,223.3016453469549,10,2023-08-04
90.11698521715931,0.5165844510025772,75.26673765110532,8,2023-11-13
104.16679675894353,1.1290953851856527,158.54528350554935,7,2023-09-28
96.434420423353,1.2070578250734012,78.30525761132785,7,2023-12-13
96.49012531981242,0.5096455487691224,80.23679105634791,7,2023-08-21
106.18291584072247,0.8248957350822737,75.1641585237007,8,2023-01-12
81.27374755762405,1.0347960245288474,69.42727300160246,5,2023-08-24
85.29130126055387,1.4741392211079645,90.90037511851803,4,2023-01-27
115.54104055969708,1.052005357196344,233.3780822891026,7,2023-10-17
113.4462762920663,1.327906353746163,121.57140927777486,4,2023-11-25
117.64390607431244,0.9388930980371282,220.60482524249497,4,2023-11-08
88.38894951480819,0.5316295477832603,57.642609162716994,7,2023-11-08
93.64145768538432,0.8251811704964739,167.51295825400905,10,2023-11-04
84.47323881291648,0.9343796915672127,165.99349755752428,10,2023-11-16
105.61540140856472,1.0060832825196169,234.18988881321738,4,2023-12-07
111.25861444093026,0.7597645364090855,77.41974044353807,8,2023-05-24
104.71404799143839,0.9383887020239386,201.38039764421328,8,2023-06-23
103.8598817588661,0.8907257800731294,207.78918752033374,4,2023-08-10
112.09864052396085,0.6511127609643487,154.84628482129006,7,2023-11-18
83.53179876244741,1.217716891578946,95.23540487490712,8,2023-05-27
109.68592366838527,0.8314904952911799,118.61078279998839,10,2023-05-09
115.70212218670164,0.8143130709706757,157.05944220077822,7,2023-05-15
105.83876467338948,0.5763976053866098,148.25461380637307,5,2023-04-23
107.35933377617943,1.4236427092476718,190.0001884739726,4,2023-01-27
105.72649518703271,1.1680721185680008,101.23110191376873,6,2023-12-15
112.95220606975431,1.2424483196473521,109.29404625093878,10,2023-03-24
95.87130639000561,1.2007733613486549,230.9831136319792,6,2023-05-23
114.32524322919411,0.6591623767257645,198.28889455001658,8,2023-11-26
90.80393964800875,0.6291893231707626,121.05539088985047,6,2023-11-09
84.60707142883147,1.4455234919799258,194.2084356379728,6,2023-12-11
82.4640649935217,0.515701611154429,55.18936193604702,4,2023-02-18
83.93429043780922,1.384261315909027,120.82962201245951,8,2023-08-10
98.25052325692381,1.4176771055281172,78.51307375978686,10,2023-01-13
103.80861347314335,1.0537789458504645,108.08047446381968,4,2023-12-23
105.42503856250946,0.8731660627872747,162.9453682045081,4,2023-02-07
102.58194654358725,1.0939012076857386,178.88451966586493,5,2023-02-01
88.27684603802298,1.0430294829004305,242.88346540613813,8,2023-12-20
114.62819986588752,1.4762586256283283,171.75696796504565,8,2023-11-15
88.43681721295005,0.8508911571419523,109.0719219831135,10,2023-05-23
113.02923205435584,1.0950708128300288,206.7602262188313,10,2023-07-11
108.5662240085908,1.024534262231878,127.7263999589745,7,2023-10-08
94.21004649875074,0.6706280651638179,74.11308741117571,7,2023-06-27
96.88157306651959,1.3748238972226672,171.36205793449892,8,2023-04-15
112.54868723395835,0.7071499780986796,159.03363619466018,7,2023-07-08
119.40882062913937,1.1051486915814799,55.810408163659545,5,2023-03-10
89.72802537887533,0.8555629807020521,88.42543282496462,7,2023-01-31
107.54783857964307,1.3470967797875497,78.56791439290373,10,2023-07-24
82.97268323859115,1.3485026261708695,136.86126696921312,8,2023-08-29
83.23345412199345,0.6420510153303322,248.97584199544994,9,2023-08-26
98.0392338993536,1.4527858406891174,201.0650588447411,8,2023-12-12
80.73473743022795,0.6453634941309524,112.05997581551408,7,2023-03-31
116.41814471828093,0.9545435626263625,240.15227498663145,10,2023-04-03
95.45291266184086,1.1983171904189276,156.2519653226222,8,2023-08-16
95.24866138681372,0.9060965796587188,218.73783731474282,4,2023-05-18
93.032497018795,1.0546210907387639,246.9170796226189,10,2023-06-20
91.95449836614938,1.4962922061110597,211.82077546972843,10,2023-02-25
83.73130639808947,0.7580742301343417,215.63707203508088,7,2023-02-25
104.29751256151965,1.2622166484720458,240.04670110282083,8,2023-01-13
90.13499138130197,1.1589330151711161,93.22978611548523,5,2023-09-18
93.8814705752976,1.4472384968740255,219.95362069563276,6,2023-01-26
93.44500078923927,0.6003751563607334,84.35925977248235,10,2023-01-04
93.5848979435811,0.7681677823503552,161.14497528405838,9,2023-10-09
115.17636722066865,1.2661428023998886,71.32081667312764,9,2023-05-21
98.83872987924585,1.3181313600345854,116.98525001228535,4,2023-01-28
100.39905793240635,1.2160028329360952,79.32214596162872,9,2023-02-19
111.36147473145432,0.651833408780226,216.62501654489938,4,2023-07-17
92.31515472711054,0.8304541824609672,172.08060867050614,4,2023-09-16
110.4209246810782,0.7247066986927333,89.5585549545043,5,2023-08-22
87.21968761819141,1.2649436482164855,221.0035843800497,6,2023-08-05
108.33406840019586,1.3937074043078046,178.46927014831223,5,2023-09-26
85.7536044423107,1.1128217507249645,65.36380029736821,4,2023-03-21
107.55643602825606,0.6562640059456248,113.2854854563041,8,2023-11-12
98.75367529746084,1.3683843199417058,76.4038463086203,10,2023-03-12
82.61014671560862,0.9358463936222289,68.3462298373172,7,2023-07-07
104.03853943748143,0.6746311044436056,186.16629079120267,4,2023-05-13
107.6566009470036,1.1205037321766762,76.05370397978844,4,2023-04-15
88.08466803286211,0.5837745053425364,79.47069200022845,5,2023-08-23
117.41137506009488,1.099209142268188,205.96498599563148,9,2023-08-12
89.09736398756863,1.4715484582065872,234.48652737388574,6,2023-10-10
92.45355623995329,1.0935444535667531,102.63346161005941,6,2023-12-05
109.43922420487196,1.3568849964572829,239.72015468718993,5,2023-04-01
88.01394200516324,1.3652150728808756,106.05940028515096,5,2023-11-08
116.85160143602265,0.6668613761669847,122.85783296044914,6,2023-06-15
105.63847478474322,1.17017042183017,180.16138310146908,7,2023-04-22
109.95360232600672,1.0340703726351426,198.18896350810414,5,2023-07-01
84.75891646011091,0.5459290773166788,247.48317657857487,5,2023-05-18
112.86775776401718,0.6853593012981694,203.97494850231445,4,2023-08-05
102.75342162201767,0.6701209751101601,138.06757585866433,7,2023-05-19
110.78154342708956,1.120020625575717,71.61486606070667,4,2023-08-22
82.86454461621128,0.6576302997664657,175.2157226397681,10,2023-01-21
104.33859984292371,0.8043837834593144,218.33436306778373,6,2023-09-24
107.58408908220522,0.6080496158901814,216.43212018400172,7,2023-11-28
99.78953544757559,0.561248496038783,193.42910994540398,4,2023-11-15
113.41195200819668,1.497271522742135,201.30250983608184,8,2023-10-15
117.58461511172032,0.8961283778721577,75.96620995901043,4,2023-04-02
88.91724344569184,1.0017094134612012,75.23305141197076,8,2023-05-24
82.42676540896633,0.5364369545014651,165.6067849211001,7,2023-06-11
110.92223293206968,0.6602369994741859,62.47327575428181,9,2023-03-20
99.22751445401568,1.0988865968015957,86.41741105356331,10,2023-06-02
82.32207837209097,0.9002706544402483,196.70982060581014,10,2023-04-06
83.5650531005469,1.1121877484434775,54.97947119536095,5,2023-12-09
89.1099699001546,0.8100908930640152,82.32974196698883,8,2023-06-07
80.1818029536638,0.9915624707989814,208.29093568017322,7,2023-03-09
98.802514738582,1.410535046927156,234.89902801278302,9,2023-05-18
94.81200547430421,1.1168297884565805,100.03202224681775,10,2023-02-13
81.82882773931995,1.2120460172408607,151.68538115932563,6,2023-06-06
89.64007135795202,1.4252841298163674,226.94100974637865,6,2023-04-26
109.60131191277816,1.2155249245243502,211.230345039075,9,2023-10-23
112.29618823566975,1.1472392847496775,220.84343341243996,8,2023-07-08
80.16158869786504,1.3534869521202921,114.48499621555885,8,2023-12-06
84.25556457980537,1.192826710487672,108.40443046459424,8,2023-01-26
119.93051909348043,1.1022292843465231,194.61736611700022,5,2023-03-19
105.95015280114035,0.7399734323159104,154.07997204864424,6,2023-06-30
107.39483601481112,0.5261238880903143,223.87339507495557,9,2023-05-12
95.17451108091078,0.9208160668434113,198.71196262921003,7,2023-03-27
100.17542854632231,1.3195875814154863,119.88578427553152,4,2023-05-15
100.31168360445614,1.0230772569256772,215.12733172067234,6,2023-01-18
93.91512580917512,0.5838830403548041,234.5073024234791,9,2023-09-01
107.58957666700567,0.940561196414029,73.52526569197444,7,2023-01-27
102.90456994141579,1.1047549050107075,157.50400066027595,8,2023-12-06
117.74784586678267,0.7371338651293051,163.98063846312715,9,2023-05-27
80.2726621016421,0.5840441383475019,61.92950791028766,8,2023-02-12
115.40572884447806,1.057895223609266,52.927504884767586,10,2023-12-26
117.96282269652431,0.5878535306712896,86.02521469694662,6,2023-05-16
85.88864609535874,0.5118470132745916,216.94024679985895,10,2023-12-27
88.87834344472472,1.2404276681101751,178.1074193943469,9,2023-06-24
82.02166236304133,0.958316623162014,86.09687880916164,9,2023-03-21
89.40303906671096,0.5415372705577053,171.43985714840366,6,2023-09-11
105.57151637120876,1.097105339252558,175.57224799533768,6,2023-07-13
88.67252767883546,0.5132386031448501,143.4765689752256,6,2023-05-04
114.08417450511054,0.8264398116380522,155.04290987051175,9,2023-05-30
116.5823833298546,0.6712412307432833,188.43342140116772,9,2023-12-28
81.10820429392878,0.8954351679449315,230.2104809663817,8,2023-02-22
100.27706165329033,0.5143942314223786,221.4715854616318,8,2023-01-05
80.62569380908836,1.4715637281196052,191.72678736628478,7,2023-11-23
104.77010772776785,0.6481214935299912,221.206481612538,8,2023-05-02
93.89831243312433,1.458105904485883,175.4685822048725,5,2023-09-07
113.83518380601325,1.0061858469790645,200.0695387284966,8,2023-01-04
116.69905212901122,0.5676037109973127,226.70063477802603,4,2023-03-19
99.93888109071753,1.379848972266675,225.78149453519953,7,2023-01-09
118.10584056958933,0.9140629100571936,212.3427541432574,8,2023-03-17
114.6698884717219,0.6469235996314538,159.6482895414932,6,2023-02-11
83.86535607962512,0.770575531609917,87.98243385663662,6,2023-05-18
94.2447864381289,0.7934704965026959,218.06136821138108,5,2023-08-31
93.61777026164728,1.108502619003993,201.73528983560502,8,2023-11-08
92.14598298085103,1.4718797173264035,204.35689820638925,4,2023-08-12
111.89638991737712,0.6860224868607593,75.09615767524261,6,2023-03-20
92.036915982079,0.7128106835953935,221.29207276433294,7,2023-04-04
95.16828956244058,1.469291230938143,209.61506271857115,7,2023-08-14
83.43078443372838,0.7198253079041997,129.34200005186614,5,2023-07-19
100.79755510597585,0.730067433774734,145.8032612503021,4,2023-12-05
84.6835692599929,1.4915870154996242,240.87850063255638,7,2023-01-30
114.76505431954817,1.1548017165865412,58.75867345374846,8,2023-10-05
111.93459617993119,0.8073712806966333,76.4847908177802,5,2023-01-17
92.0908783728121,0.7421061598119443,213.33356111593937,7,2023-05-26
