Climate_condition,Road_Condition,Driving_Condition,Engine_RPM,Engine_Temperature,Fuel_Consumption_Rate,Engine_Load,Transmission_Fluid_Temperature,Shift_Time,Transmission_Line_Pressure,Brake_Pad_Wear,Brake_Rotor_Wear,Brake_Fluid_Level,Battery_Voltage,State_of_Charge,Battery_Current,Coolant_Temperature,Coolant_Flow_Rate,Radiator_Pressure,Fuel_Pressure,Fuel_Flow_Rate,Fuel_Injector_Pulse_Width,Maintenance_Type,Scheduled_Maintenance_Interval_km
Moderate,Paved,Urban,3401.834613703707,0.0,41.60923228229867,12.289893391806366,118.56621182628948,1.8253849795092882,143.3547890604074,9.450188680700355,47.70215966842672,95.05362471554426,11.792928618771791,44.329755213523555,-4.823127501708701,105.5354657327049,3.6814319951368395,11.180028980170768,74.62587331863634,13.308881494135782,2.9783238882741747,Repair,11227.181920049015
Moderate,Rough,Urban,2828.541245869669,0.0,51.99523259630645,7.369339774599824,83.88741203064649,1.745005952699876,115.94378384306458,12.00528996022944,18.56520649022203,90.47384344715698,11.940584411143549,89.90944251918407,6.2794060309658,91.78744915610756,5.775839336637771,15.164495782491805,71.1952681902894,7.8875390686211135,3.291250461350319,Repair,7802.792412054533
Hot,Paved,Urban,2017.998946255154,1019.7905417199031,60.217426941066286,13.984210317387419,98.57808709610619,0.8680679676132904,148.13324496584949,21.710001383474797,71.24226765568088,100.2335083456084,12.501428266163998,43.35931185572629,2.186457103102746,103.46078836255359,4.30094653255181,15.354731555364518,72.58099224390699,11.908720838003516,2.9315366396096625,Repair,8849.414876720088
Hot,Paved,Highway,4395.404223309575,945.1037154476926,99.15955927276615,11.865516352015852,65.36088650348195,0.3226200677470329,156.4490931063889,33.5766142847154,26.148050998027017,99.0538232600508,11.995552490266494,38.19026339353424,4.311823667761924,97.15459174485115,4.385158244610173,17.617674232651247,65.78601764930005,11.936576964916036,3.094329844213845,Repair,10240.264079649525
Moderate,Rough,Urban,5161.065055182888,0.0,6.427381583759351,9.57210830910734,89.82448962039658,1.611498307063447,172.26315389538902,56.38197407125403,82.88619591495882,103.23162096004299,12.366425734408175,27.453856663745157,4.963389915089311,88.49960993476765,6.360334172362462,16.275924594621152,77.04939675109253,6.969667914718357,3.0164475906037955,Inspection,8650.76742478712
Cold,Rough,Urban,4733.3348808364735,0.0,24.276950819133514,10.717361904417862,68.36862454890456,0.5842225326725925,155.25652880166044,11.360892094454302,108.82367983310299,95.67151603453874,11.498775362942562,77.25594116105458,1.6512444533460027,74.94973548923511,6.459784703035431,15.459648121710039,75.92391505431802,7.129020385835325,2.8811368398422283,Repair,9522.893572492616
Moderate,Paved,Urban,4181.3189451427825,0.0,12.073711485875261,13.224315837548893,103.56029872043592,1.6936985968301088,144.21147097419606,65.99265832029467,50.93935438337777,93.75999562126152,12.498096029054878,65.84858444282663,-8.521521274335043,89.03457186906269,5.068687764112766,17.4802435712289,71.69436236184312,13.763838348865395,2.940196167101582,Repair,7989.74915376112
Moderate,Rough,Urban,1001.2098198218467,0.0,74.49838110904797,8.957313846366223,60.84915950993428,0.4475792197833973,161.92984438171268,25.247073852309622,103.01986934233551,95.49872451736667,12.424854027916883,28.412510264050194,5.7556531572194345,80.22233692051496,5.100602047328525,10.229448220576977,61.99964030288339,6.756741797128407,2.1437976218346093,Replacement,11530.460857541471
Cold,Rough,Urban,3553.0794170519753,0.0,65.10587369894881,11.112112996184482,100.20614043700931,1.5268086325109615,123.31456040490596,73.90014176598308,100.87531190313817,89.44536175234023,11.454183377675756,22.861150678266952,3.2321320415525863,92.69614122931688,2.702740965964688,15.168065210623825,76.18961675471459,7.8070715943234585,2.397025753149631,Replacement,10576.362746295214
Moderate,Paved,Highway,1496.6523489736487,0.0,56.93569643283799,9.613496402511442,111.85570618341389,0.7298713162991819,161.32618637932256,7.177756523827772,84.54994470413592,107.94080447628954,11.834976894201814,54.01782256667303,-2.6507703132589984,97.86918875380164,5.003797014497718,18.16527307621155,66.30248511857823,7.5000561883941295,2.7659209016049147,Repair,10317.507128603149
Hot,Rough,Highway,4281.843316240167,877.2154186097065,63.424496412597996,13.81839942518703,46.0505771238427,0.24398818997848704,141.2065281163865,24.515047901816057,104.24548468691965,101.90106249903967,12.306607517192518,87.2775106931815,2.087501288965342,100.03807641321217,4.446627840474616,17.176668878892812,75.28342693973602,7.584881346377024,2.8990965125965684,Repair,9674.129408932868
Hot,Rough,Highway,5576.998751897327,815.8727588764589,22.67709781873446,16.889901961846945,76.3392133019724,1.4320059461955428,152.41998507532628,108.35402008737859,56.500775956755334,94.92332961483129,12.507532759118433,81.05943333029224,-7.453941298307707,105.51934800324608,6.376357026230115,15.690204323826425,81.89013989581551,7.16301967998092,3.1959659765188175,Inspection,8389.10713705457
Cold,Rough,Highway,3997.7092095300154,0.0,86.41485600932411,13.069313137195564,72.63536392668244,1.3171636839429095,139.21483453241638,89.47740064558324,77.94040912788509,101.61955591654797,11.75202978828644,5.16413005514762,3.8544338180648303,100.38105712291949,5.46211333983147,17.751156171028843,85.58300412673887,4.75885512206044,3.673326374018978,Replacement,10559.128042288858
Moderate,Rough,Highway,1645.2876414540538,0.0,37.695432670191366,9.734673985795016,77.24397332931406,0.5142975141062005,109.04695700611778,91.86381501449293,89.67482758700088,106.91383048679589,12.78912574880915,96.69023762195908,1.1812751264060477,92.62862163966052,4.977836859620522,15.703319358471399,86.69355005312062,10.437303689237474,2.7150800657834164,Repair,10826.679614717477
Moderate,Rough,Highway,4542.882299570351,0.0,81.55110979257665,11.393470089039127,69.12380463172728,1.9949344679765373,112.7392288152994,47.68470723862026,85.20160912985064,110.90159916273784,12.536918629083278,93.26453216325486,-3.924082032821483,86.066455741102,5.139599456200609,13.247383228041242,77.9831258070794,12.438624949028323,3.0399398379712443,Replacement,8230.86725664614
Moderate,Rough,Urban,5817.676924773898,0.0,30.987972597532888,11.448956965129334,55.4831016440964,1.5262046145133816,116.86210862815187,55.47182604843536,82.8497271117315,97.58873999400686,11.806014364371265,82.01885058921832,3.7030789393181296,90.28822422002744,3.6360766849641917,14.789660024903661,63.697127567745504,14.199576997634434,2.9347252583914014,Replacement,11051.74071166997
Moderate,Rough,Highway,3128.552866293407,0.0,87.02248440379155,14.335206989037928,84.73078380051851,0.7912519169206294,165.01069292550557,61.37754283310538,26.97931884135532,105.72750101424106,12.122051087410844,94.85312334357998,0.9424877409183263,71.17714588069396,4.36126903781269,15.713234473946263,68.5342956308188,10.888144381056842,3.3270382051662577,Replacement,8051.638229717067
Moderate,Paved,Highway,1725.8034920863927,0.0,10.81651974034099,10.930244798196014,61.75057929858336,1.9981163586935256,168.55726930484505,61.20987681575314,77.47174585936855,105.72966994247734,12.440131625558363,36.6865896313434,0.5258146200461224,102.36581533829144,4.824641783265756,18.293619999817142,71.19377419322474,8.186381114051912,2.572444128699279,Replacement,9028.689609382927
Moderate,Rough,Highway,5844.228618077781,0.0,3.3333399581888745,8.408709385852191,61.447118678677384,0.1061646259788479,151.61821335080023,98.9597161864709,82.0643004437038,97.76405733805704,11.947152122313392,87.09445063283955,-1.230210662133283,87.840020018922,5.149717292660287,13.914078616977969,79.21832325696165,5.233740421657771,3.8520053534232486,Replacement,9754.553771928977
Moderate,Paved,Urban,4991.381401301386,0.0,86.86120747020442,5.193690215989032,59.33337267909861,0.7074083227572053,159.85466358734573,45.27349596667165,70.45537948981647,96.25897729193808,12.292174687103463,43.2727383119062,5.121413511716741,86.88368571896793,5.4574179573973245,10.534117842256219,77.14489398534808,6.9490839688295996,2.9622542980256803,Inspection,9494.015692567336
Moderate,Paved,Urban,5998.761534521713,0.0,53.76343564368437,13.272102918823673,67.76321574003026,1.5817493915755232,147.54377972830966,91.51768861837847,70.29509696137434,97.96665371822162,11.710036256978944,50.425081751184244,1.5341832590717897,103.0023920617671,6.493427058077836,16.674275686683078,73.34098103035967,9.381715526530572,3.0151334825343756,Replacement,10571.484981990614
Hot,Rough,Urban,4768.807687013411,811.2341427278335,94.78785309468117,16.70973251896345,85.44584208843298,1.2394488191199777,142.29665452360766,50.23311617071068,52.029149968170685,97.55715457114756,11.606316639161667,63.93134868921657,-0.7964510521964256,112.65250907133282,4.7614261491252154,14.182308862586606,81.82038829941095,15.086159295572589,2.566018125620604,Repair,9599.27807729389
Moderate,Rough,Highway,5715.133861506857,0.0,76.39979137099046,9.334319237486547,83.8883008682103,1.986236644990976,161.8299688188654,67.3773494178108,17.455060981509,96.79706400687012,11.516921035035935,87.63446465346567,-2.2103500700178316,94.86205305975076,5.3059160776763195,16.32795786076514,78.16178907459584,8.604592530550045,3.63015744460807,Inspection,9537.196715901004
Hot,Paved,Urban,4308.847502843879,894.5893125066648,30.411901500877025,14.88824649427664,101.31226819517128,1.8645047572307267,156.2788317534143,62.06525726784019,5.893880249378503,96.04487004139189,11.255529783183544,57.24776430652666,3.7213172656492417,77.4443698079748,5.254409011321506,12.199204316761731,80.11467485528037,11.581384062124592,3.246551259543664,Inspection,8935.104424976375
