Time,GPS,Speed(km/hr),Acceleration
40,"(7.759937, 40.454623)",20.293906303477073,-1.288246455101567
41,"(-15.328594, 27.142839)",23.510319131896484,3.2164128284194105
42,"(6.662217, 41.958447)",26.471356124334687,2.9610369924382023
43,"(-17.398905, 28.777678)",27.251094365563773,0.7797382412290859
44,"(5.175392, 39.833652)",26.69363323548326,-0.5574611300805115
45,"(-20.682439, 25.998747)",27.810487291528304,1.116854056045041
46,"(4.451279, 41.573952)",26.075374399017363,-1.735112892510941
47,"(-15.488573, 20.610986)",26.57990984335992,0.5045354443425568
48,"(2.323115, 37.186048)",27.435121358758366,0.8552115153984443
49,"(-25.330068, 33.986073)",26.973052181799986,-0.46206917695838007
50,"(0.362249, 33.993339)",28.328692605767216,1.3556404239672313
51,"(-14.469621, 56.63869)",30.332652069088347,2.003959463321131
52,"(0.708097, 28.886203)",29.41675396461195,-0.9158981044763959
53,"(-7.331337, 57.982949)",29.88216108684236,0.46540712223041136
54,"(1.103642, 28.089541)",30.201714003543355,0.31955291670099684
55,"(-9.209806, 58.834698)",32.353380873590105,2.1516668700467503
56,"(-1.035181, 31.705668)",30.426877190354478,-1.9265036832356268
57,"(-3.217065, 62.357841)",32.680319510332716,2.253442319978237
58,"(1.865693, 26.693593)",33.9050962978065,1.2247767874737867
59,"(-6.858956, 51.791383)",31.487659141852934,-2.4174371559535666
60,"(7.496531, 21.939914)",32.227168493445305,0.7395093515923727
61,"(-10.498436, 53.600544)",35.24445247031409,3.017283976868781
62,"(8.229871, 20.907436)",37.18824337534972,1.9437909050356366
63,"(-13.160738, 52.083352)",35.87308970045761,-1.3151536748921058
64,"(8.577825, 20.306528)",34.18488082569584,-1.6882088747617685
65,"(-11.047385, 46.274563)",33.64017824369582,-0.5447025820000229
66,"(10.19761, 25.217945)",31.6853129652768,-1.9548652784190212
67,"(-9.729433, 47.198665)",32.90904936265929,1.2237363973824869
68,"(9.649358, 22.284977)",36.19302713279641,3.28397777013712
69,"(-6.463601, 49.238296)",34.37725419962039,-1.8157729331760237
70,"(5.614271, 18.611227)",35.176454654637276,0.7992004550168899
71,"(-7.670717, 47.696201)",33.94879436014479,-1.2276602944924848
72,"(13.183259, 15.629097)",38.780601068528306,4.831806708383516
73,"(-9.552788, 46.464735)",38.04982246371317,-0.7307786048151328
74,"(14.959023, 15.619582)",38.395996299412104,0.3461738356989379
75,"(-11.138369, 52.537664)",41.169033492359596,2.773037192947493
76,"(7.550842, 19.944034)",39.1672273243285,-2.001806168031092
77,"(-10.89994, 56.988861)",40.82030336977957,1.653076045451073
78,"(5.561298, 24.310387)",39.78452462387798,-1.0357787459015926
79,"(-14.776072, 57.251251)",37.39154526337474,-2.392979360503239
80,"(3.736037, 26.274412)",38.20664228885045,0.815097025475713
81,"(-14.285156, 60.982908)",36.82093775832784,-1.3857045305226157
82,"(4.672127, 29.153108)",34.63981222351827,-2.181125534809564
83,"(-17.295825, 53.870495)",36.35396954616052,1.7141573226422504
84,"(6.796813, 25.994902)",36.791742939518514,0.43777339335799226
85,"(-11.398799, 53.192618)",33.117790564308734,-3.673952375209779
86,"(5.981546, 19.616599)",37.92309286121397,4.805302296905237
87,"(-6.308958, 57.472214)",37.981354384519726,0.058261523305751794
88,"(2.901634, 25.581033)",36.637274135409776,-1.3440802491099526
89,"(-7.970327, 57.588822)",36.677753770272446,0.040479634862671615
90,"(4.525497, 23.58861)",36.39086855174271,-0.2868852185297295
91,"(-9.980522, 54.199171)",36.82553877904013,0.4346702272974161
92,"(9.311998, 18.85948)",37.767513780490205,0.9419750014500772
93,"(-9.068191, 49.745209)",37.65794663119412,-0.10956714929608041
94,"(11.066543, 14.470933)",41.42486562015462,3.766918988960495
95,"(-9.317187, 49.430577)",41.1595423189355,-0.2653233012191184
96,"(14.284522, 11.883351)",44.05669404022187,2.897151721286369
97,"(-7.477724, 43.628551)",41.797903472998996,-2.2587905672228725
98,"(24.847871, 12.465583)",42.30733855929935,0.5094350863003587
99,"(-2.989842, 44.398004)",41.01394912254111,-1.293389436758243
100,"(6.218767, 3.540012)",44.58988087149519,3.5759317489540745
101,"(-2.100452, 47.054485)",46.07414864800639,1.484267776511205
102,"(1.630837, -0.759954)",48.178936270728286,2.104787622721891
103,"(-2.252072, 49.182012)",48.640231321583876,0.4612950508555902
104,"(-1.206564, 0.196466)",51.43091051088951,2.7906791893056346
105,"(-3.863258, 49.769446)",49.29631391933771,-2.1345965915518006
106,"(5.763623, 5.260675)",47.10918060822883,-2.1871333111088807
107,"(-4.258925, 48.40837)",46.09213716184693,-1.017043446381908
108,"(3.323576, 0.193802)",47.022411065316234,0.930273903469307
109,"(-1.761784, 46.974996)",45.2523002861218,-1.7701107791944304
110,"(0.718461, 2.520056)",44.528649699509025,-0.723650586612778
111,"(-4.873837, 44.065887)",45.78870442437836,1.2600547248693341
112,"(16.340339, 5.188323)",46.58241097767679,0.7937065532984309
113,"(-9.142628, 47.067946)",48.69661572666774,2.1142047489909532
114,"(16.036463, 11.506114)",47.620718596063725,-1.0758971306040108
115,"(-9.287805, 48.828902)",44.75843416378836,-2.862284432275364
116,"(15.932339, 15.973822)",44.74538165453392,-0.013052509254437156
117,"(-10.366267, 50.95144)",45.414675061971614,0.6692934074376926
118,"(13.421752, 13.147746)",47.02363657257127,1.6089615105996544
119,"(-14.267807, 54.24018)",46.283475726275455,-0.7401608462958171
120,"(17.201745, 14.375678)",51.6165288405513,5.333053114275838
121,"(-14.740529, 55.821901)",52.71727513998075,1.1007462994294557
122,"(18.121103, 14.07364)",50.33915863547355,-2.3781165045071977
123,"(-14.711929, 50.23799)",51.32676442365564,0.9876057881820839
124,"(23.115105, 12.882751)",53.45249841242878,2.12573398877314
125,"(-12.417674, 50.533443)",53.99587842703049,0.5433800146017068
126,"(21.048938, 7.60248)",55.73263684212782,1.7367584150973239
127,"(-12.646591, 49.178256)",53.52526952268305,-2.2073673194447685
128,"(23.960711, 10.699762)",53.6918355106106,0.1665659879275558
129,"(-13.020857, 47.993968)",53.83924819699795,0.1474126863873487
130,"(25.213992, 10.198343)",54.461920864847166,0.6226726678492163
131,"(-16.383998, 46.497243)",56.49122209954807,2.0293012347009003
132,"(30.268235, 14.451697)",55.21153610793766,-1.279685991610406
133,"(-18.688547, 46.913179)",55.57834509378312,0.36680898584545896
134,"(26.862046, 19.062056)",54.826973112341655,-0.751371981441463
135,"(-20.677624, 42.723599)",52.55005563796195,-2.276917474379706
136,"(28.660925, 25.286661)",53.51171290248009,0.9616572645181465
137,"(-19.418525, 45.734762)",53.43181724097582,-0.07989566150427113
138,"(31.708144, 14.977629)",58.52384546527547,5.0920282242996535
139,"(-21.845699, 50.441691)",61.68416748769472,3.16032202241925
140,"(31.665838, 14.825885)",60.65061147337851,-1.033556014316214
141,"(-18.97776, 46.605056)",57.759186687888935,-2.891424785489576
142,"(34.485096, 22.40066)",62.350392203939286,4.5912055160503495
143,"(-18.589184, 43.918052)",61.39585197723141,-0.9545402267078784
144,"(41.326901, 17.286924)",63.726612774898356,2.3307607976669478
145,"(-18.565144, 42.922561)",64.22584248630369,0.4992297114053407
146,"(40.307601, 22.158046)",63.56444104732507,-0.6614014389786211
147,"(-15.461322, 40.523661)",59.37401229985171,-4.190428747473363
148,"(40.848915, 26.523634)",59.29825469408259,-0.07575760576912044
149,"(-18.477567, 38.287424)",58.80488159502997,-0.49337309905262045
150,"(36.2124, 35.080816)",56.810649555380586,-1.9942320396493816
151,"(-19.324422, 37.411081)",53.940353625248584,-2.8702959301320026
152,"(33.214947, 35.396872)",49.47956341277201,-4.460790212476576
153,"(-15.699233, 37.883282)",50.3480259504433,0.8684625376712889
154,"(27.61914, 33.056133)",49.78330393227254,-0.5647220181707615
155,"(-21.712545, 41.735671)",48.39035540067803,-1.3929485315945072
156,"(29.286406, 30.194105)",52.38083767163128,3.9904822709532444
157,"(-25.135248, 44.079747)",58.5035732113489,6.122735539717621
158,"(30.164823, 26.37865)",60.7173863857933,2.213813174444398
159,"(-28.244472, 46.425754)",61.17372190668917,0.4563355208958702
160,"(23.22898, 25.790661)",58.05623566637186,-3.1174862403173087
161,"(-32.267629, 52.51095)",58.84814555185421,0.791909885482347
162,"(23.03326, 25.284456)",58.917171772902805,0.06902622104859873
163,"(-28.785711, 49.09474)",59.73560994911202,0.8184381762092159
164,"(24.956674, 27.263888)",58.71197047115256,-1.0236394779594578
165,"(-31.743298, 46.780338)",58.43062891065074,-0.28134156050182035
166,"(22.730355, 29.578626)",56.48224946372684,-1.9483794469239022
167,"(-25.023763, 44.689716)",51.95703863533688,-4.525210828389958
168,"(26.146224, 28.030734)",52.35451676823911,0.3974781329022278
169,"(-24.354798, 44.857814)",52.38989462188949,0.03537785365038407
170,"(23.331126, 28.008274)",51.63593342218666,-0.7539611997028284
171,"(-25.525893, 46.876844)",52.63002636972557,0.9940929475389104
172,"(23.30909, 29.306975)",50.841967455032545,-1.7880589146930281
173,"(-23.825012, 41.131225)",51.7687189770601,0.9267515220275531
174,"(26.455199, 29.997804)",52.39974744408073,0.631028467020631
175,"(-23.190009, 40.403771)",51.43282619255296,-0.9669212515277745
176,"(30.268437, 31.789294)",54.57122655562981,3.1384003630768533
177,"(-27.794079, 42.821795)",57.70804725113445,3.1368206955046403
178,"(28.836417, 32.259599)",58.07635179813928,0.3683045470048287
179,"(-32.850238, 42.760669)",63.07706269173141,5.000710893592133
180,"(27.204638, 31.885987)",62.23228801613157,-0.8447746755998404
181,"(-31.541766, 38.155782)",60.06543239369281,-2.166855622438762
182,"(29.532929, 37.629069)",62.06597457063612,2.0005421769433123
183,"(-37.405801, 39.467886)",62.87042131626165,0.8044467456255293
184,"(24.795061, 37.15093)",66.25763709209642,3.3872157758347616
185,"(-41.236151, 39.850532)",67.40904453984702,1.151407447750599
186,"(27.570185, 35.141918)",68.92032697989715,1.5112824400501403
187,"(-41.006212, 38.179534)",67.38176283513491,-1.5385641447622447
188,"(31.045728, 35.506078)",69.71912855276096,2.33736571762605
189,"(-29.059736, 39.282246)",65.88345657997363,-3.835671972787332
190,"(36.771467, 30.94361)",66.64949425180984,0.766037671836223
191,"(-27.628363, 42.642699)",65.59643323031047,-1.0530610214993763
192,"(34.009531, 29.006208)",65.37100072477668,-0.22543250553378336
193,"(-30.881105, 43.704527)",65.29194144208687,-0.07905928268981854
194,"(33.576468, 30.465031)",67.36649606495693,2.0745546228700706
195,"(-35.210567, 42.123005)",69.72158311432848,2.3550870493715452
196,"(35.714242, 31.108851)",70.89811774300178,1.1765346286732938
197,"(-36.282203, 40.589891)",72.6351190453178,1.7370013023160156
198,"(34.127131, 32.551131)",71.74409863092319,-0.8910204143946097
199,"(-41.148939, 40.46691)",72.66985742943073,0.9257587985075442
200,"(28.258907, 34.865841)",70.61825654600183,-2.0516008834289066
201,"(-47.044203, 39.808686)",73.57575890669038,2.957502360688545
202,"(26.252362, 36.956784)",70.538112906678,-3.0376460000123817
203,"(-43.931291, 35.624875)",71.66542315355039,1.127310246872402
204,"(32.493904, 38.249364)",73.94794462544955,2.282521471899154
205,"(-43.36015, 34.386814)",74.15782358298819,0.20987895753863936
206,"(36.952821, 37.367447)",78.24080654348,4.0829829604918135
207,"(-38.856891, 35.278158)",76.9527428161525,-1.2880637273275133
208,"(38.129737, 39.219718)",75.89155472984262,-1.061188086309864
209,"(-38.614333, 37.138422)",74.43363624225172,-1.4579184875908977
210,"(39.764309, 35.020249)",76.20426873880062,1.7706324965488967
211,"(-37.466862, 39.688324)",75.14682800538941,-1.057440733411206
212,"(40.491964, 31.809748)",78.87779626601572,3.7309682606263057
213,"(-38.072476, 37.345567)",82.37031165765855,3.492515391642821
214,"(46.661676, 36.789811)",83.37360757745057,1.003295919792024
215,"(-34.114495, 37.215634)",81.76162987296314,-1.6119777044874313
216,"(48.305646, 39.915158)",80.7271415904233,-1.0344882825398365
217,"(-28.968004, 36.296621)",78.99282739720884,-1.7343141932144623
218,"(51.383325, 37.128252)",81.49270882708653,2.4998814298776835
219,"(-32.770896, 39.766619)",81.20802676646127,-0.2846820606252559
220,"(47.039068, 31.161345)",81.34295157006947,0.13492480360819392
221,"(-34.955569, 41.685687)",81.31216130487631,-0.03079026519315664
222,"(42.897995, 27.575159)",80.76410632003216,-0.5480549848441576
223,"(-39.498909, 45.917993)",83.47477311341007,2.7106667933779067
224,"(44.560728, 26.355661)",87.05384726237462,3.5790741489645455
225,"(-34.801867, 49.918003)",86.53338171054642,-0.5204655518281898
226,"(45.689779, 20.332373)",86.60582075159324,0.07243904104682605
227,"(-33.747944, 48.760289)",82.83414467313169,-3.7716760784615593
228,"(46.331776, 19.915592)",84.13074546213647,1.2966007890047793
229,"(-37.226613, 48.803942)",86.89641402815883,2.765668566022363
230,"(47.334262, 23.231125)",88.3936823894286,1.4972683612697741
231,"(-38.110814, 45.764159)",89.25629849707649,0.8626161076478862
232,"(50.587929, 25.851367)",92.80019537198602,3.543896874909529
233,"(-35.001815, 43.170181)",88.86541304303343,-3.9347823289525943
234,"(53.222836, 26.89485)",87.03050487303095,-1.8349081700024714
235,"(-31.298759, 45.148721)",85.28407562813769,-1.7464292448932635
236,"(50.883139, 23.569723)",86.35627186273614,1.0721962345984526
237,"(-30.917302, 47.387222)",85.02268203602313,-1.3335898267130093
238,"(50.395928, 14.739991)",89.37895826023525,4.3562762242121265
239,"(-31.154163, 51.258456)",88.2461673038262,-1.132790956409059
240,"(45.682017, 17.316941)",87.26236257707659,-0.9838047267496044
241,"(-38.271088, 52.435149)",87.2727869035981,0.01042432652151104
242,"(39.490749, 14.766351)",87.94717711936119,0.6743902157630828
243,"(-40.866861, 60.620262)",86.82635553777946,-1.1208215815817197
244,"(34.042606, 16.048492)",88.00344908857322,1.177093550793757
245,"(-42.941051, 61.048875)",89.46555032890285,1.4621012403296367
246,"(33.321969, 16.517429)",85.92835020088494,-3.537200128017921
247,"(-43.177552, 57.816468)",86.33247955819851,0.40412935731357713
248,"(33.776351, 17.995371)",85.58633796500598,-0.7461415931925279
249,"(-43.822482, 59.127243)",87.94094120751414,2.3546032425081576
250,"(38.18547, 18.368708)",92.09984275777218,4.158901550258031
251,"(-47.89797, 58.640896)",95.85428163616564,3.75443887839346
252,"(37.633256, 16.539234)",94.29503589753048,-1.559245738635155
253,"(-46.004072, 58.002232)",91.33912676732194,-2.955909130208534
254,"(37.873166, 20.420353)",90.74171679753871,-0.5974099697832351
255,"(-48.36028, 53.293185)",90.92323087347609,0.18151407593736574
256,"(35.445266, 24.006067)",91.1457999688414,0.2225690953653215
257,"(-54.844853, 56.103623)",92.26466151870132,1.1188615498599122
258,"(34.951442, 21.498452)",94.0247173956826,1.7600558769812842
259,"(-52.307315, 63.445368)",92.86421668572574,-1.1605007099568625
260,"(31.450502, 19.86327)",93.62278016936916,0.7585634836434225
261,"(-48.753937, 61.637659)",92.9750605567859,-0.6477196125832552
262,"(32.637076, 21.359251)",90.06749449386015,-2.9075660629257567
263,"(-49.982988, 58.50685)",89.44571898846038,-0.6217755053997687
264,"(30.710124, 24.97493)",87.99621049899275,-1.4495084894676344
265,"(-53.851851, 55.469936)",88.76311851868117,0.7669080196884208
266,"(32.267454, 27.1501)",89.42304938817675,0.6599308694955754
267,"(-53.472295, 51.450256)",88.3989888460776,-1.024060542099147
268,"(29.275993, 31.461988)",84.41155334271934,-3.987435503358255
269,"(-54.373947, 46.997896)",85.02862765444881,0.6170743117294736
270,"(31.959729, 30.162885)",87.67061810925752,2.6419904548087105
271,"(-57.256641, 45.147636)",88.8353759164983,1.164757807240781
272,"(27.516458, 31.365622)",86.41756106293067,-2.4178148535676254
273,"(-56.706661, 46.808866)",84.09362563220215,-2.3239354307285245
274,"(22.968883, 30.928373)",81.44887311893635,-2.6447525132658023
275,"(-56.85342, 49.171039)",83.44610621449839,1.9972330955620439
276,"(26.090036, 30.423136)",83.12123249686184,-0.32487371763654954
277,"(-57.37462, 51.957035)",85.90661937020926,2.7853868733474236
278,"(23.28293, 28.60078)",86.7959266539604,0.8893072837511369
279,"(-57.099448, 52.487558)",85.8644780316933,-0.9314486222670924
280,"(23.883488, 28.453213)",85.04636702478494,-0.8181110069083546
281,"(-55.839153, 57.751974)",88.36506579167316,3.3186987668882235
282,"(27.969041, 27.131761)",87.28696848800178,-1.0780973036713815
283,"(-52.984968, 54.9426)",85.46324595242126,-1.8237225355805136
284,"(28.112129, 30.656739)",84.67720781028184,-0.7860381421394118
285,"(-54.524039, 49.818489)",85.77069089416567,1.0934830838838272
286,"(29.117035, 34.162954)",84.25686612899716,-1.5138247651685008
287,"(-57.758519, 39.415699)",85.91998537984794,1.663119250850782
288,"(29.178469, 34.000147)",88.00387084810085,2.0838854682529
289,"(-61.109296, 41.186812)",89.1679613018366,1.1640904537357581
290,"(23.687955, 37.137522)",84.99197664688137,-4.175984654955223
291,"(-57.62777, 40.776027)",83.95566484792185,-1.0363117989595227
292,"(23.667135, 34.763808)",82.13278175166303,-1.8228830962588243
293,"(-60.306885, 41.889051)",82.8673585402584,0.7345767885953554
294,"(25.756463, 36.615774)",86.11659658736134,3.2492380471029545
295,"(-56.418049, 32.822984)",84.28877152164041,-1.8278250657209332
296,"(21.917492, 41.573671)",81.16447519747702,-3.1242963241633914
297,"(-58.693973, 22.298433)",82.56486043010716,1.400385232630143
298,"(20.980788, 44.221077)",82.08991302608926,-0.4749474040178993
299,"(-58.759065, 18.453009)",81.57653889379218,-0.5133741322970926
300,"(23.564056, 44.558466)",83.33326997234641,1.756731078554232
301,"(-55.661659, 21.770474)",83.6373717161577,0.30410174381129196
302,"(24.109863, 41.796254)",84.43765851835987,0.8002868022021656
303,"(-62.62496, 28.591376)",88.28639643164983,3.8487379132899595
304,"(21.949349, 42.264502)",87.11616347105871,-1.1702329605911266
305,"(-63.588769, 22.288995)",86.12528851654184,-0.9908749545168738
306,"(20.138791, 39.465163)",85.72473310131348,-0.4005554152283735
307,"(-68.725731, 24.91199)",87.91164791245777,2.1869148111442898
308,"(18.480408, 41.490275)",87.70007086304861,-0.21157704940916144
309,"(-64.211196, 20.066446)",84.94629046602213,-2.753780397026479
310,"(19.294784, 42.416261)",86.28778470010886,1.3414942340867193
311,"(-68.437107, 15.722582)",86.4508969422621,0.16311224215324646
312,"(15.878992, 41.932645)",87.05110256040965,0.600205618147535
313,"(-69.559371, 16.696279)",87.60316307069418,0.5520605102845393
314,"(13.269396, 42.88891)",89.3185450922927,1.7153820215985214
315,"(-72.490404, 6.207773)",90.22195936354808,0.9034142712553921
316,"(10.601844, 41.880057)",89.02761176177005,-1.194347601778035
317,"(-69.22144, 5.51861)",88.41068216444813,-0.6169295973219171
318,"(11.706241, 41.698356)",88.82370289037321,0.41302072592507666
319,"(-67.41306, 9.775177)",85.78462839131728,-3.039074499055923
320,"(11.115412, 43.40568)",84.91139185780122,-0.8732365335160577
321,"(-65.660134, 3.366068)",88.61695141164671,3.705559553845495
322,"(12.030462, 41.29698)",89.42703742880775,0.8100860171610433
323,"(-71.709394, 14.691261)",88.18969912401617,-1.237338304791573
324,"(13.064566, 39.374071)",90.16116842697188,1.9714693029557087
325,"(-73.549986, 23.674405)",89.22657664197402,-0.9345917849978611
326,"(20.319815, 40.322774)",93.76065542403104,4.53407878205702
327,"(-74.591523, 26.80987)",94.0106301870008,0.24997476296975302
328,"(16.898921, 40.74175)",93.51901113373148,-0.49161905326932137
329,"(-74.856303, 18.969837)",93.12721680142107,-0.39179433231041044
330,"(13.784003, 44.624514)",91.47502972688034,-1.6521870745407388
331,"(-66.242105, 5.29356)",90.48015040669566,-0.9948793201846846
332,"(16.686423, 46.951728)",91.39671400593062,0.9165635992349566
333,"(-63.560674, 3.479593)",91.98940483560996,0.5926908296793434
334,"(17.11104, 44.396702)",92.47454404727881,0.485139211668848
335,"(-69.493853, 7.814473)",93.75402759355254,1.2794835462737222
336,"(16.21831, 44.010575)",94.35764100368114,0.6036134101285995
337,"(-75.867225, 5.975109)",97.59950139327506,3.24186038959393
338,"(16.608026, 42.365048)",97.90016647654743,0.30066508327236674
339,"(-77.650473, 10.437227)",100.0,2.632287386559583
340,"(17.03158, 42.991975)",100.0,4.401974096082852
341,"(-78.567863, 13.966864)",99.40340322489527,-0.5965967751047334
342,"(12.196749, 40.660844)",95.65108367409059,-3.7523195508046876
343,"(-80.222838, 13.033874)",100.0,5.266322041731922
344,"(18.41531, 40.176616)",100.0,3.2157706534145274
345,"(-80.617567, 21.86233)",100.0,3.2353034509662275
346,"(15.520504, 39.200224)",98.84624474794403,-1.1537552520559677
347,"(-78.649823, 24.186274)",98.66173109581442,-0.1845136521296027
348,"(16.591846, 41.697753)",96.77672108595776,-1.8850100098566631
349,"(-79.427608, 18.364527)",98.56325467672237,1.7865335907646125
350,"(15.204866, 44.404529)",100.0,3.459946502213064
351,"(-75.021798, 6.455897)",97.65551929592111,-2.344480704078884
352,"(18.29292, 42.268793)",99.66149979882917,2.005980502908053
353,"(-76.401235, 15.785783)",100.0,5.110539147934668
354,"(18.660949, 41.719423)",100.0,0.06844678802176252
355,"(-78.959892, 16.83708)",97.04303029995587,-2.956969700044125
356,"(10.169024, 41.05363)",92.42064576432298,-4.622384535632887
357,"(-79.482337, 8.978694)",93.49530163892977,1.0746558746067887
358,"(8.260813, 38.579432)",94.42620941516508,0.9309077762353057
359,"(-84.729291, 21.776635)",94.69638391607636,0.27017450091128614
360,"(-1.483848, 38.283935)",86.87548038048212,-7.820903535594234
361,"(9.263318, -46.473415)",87.76594603824918,0.8904656577670689
362,"(-4.481346, 43.017151)",90.3579553539827,2.59200931573352
363,"(36.197499, -41.210184)",92.96449873810717,2.60654338412446
364,"(-6.651847, 41.59435)",91.59868865396707,-1.3658100841400984
365,"(62.73913, -22.033891)",93.66860821077982,2.0699195568127537
366,"(-5.701684, 40.412194)",91.31128432077384,-2.357323890005984
367,"(60.367386, -19.926733)",91.23275033891008,-0.07853398186376259
368,"(-11.384338, 44.252144)",93.82108643246961,2.588336093559528
369,"(63.551696, -13.784557)",91.89897689910379,-1.9221095333658231
370,"(-9.529803, 45.133004)",95.62946881028239,3.730491911178601
371,"(60.418491, -27.624048)",97.00890883287137,1.3794400225889747
372,"(-8.670322, 39.946049)",99.30675064432168,2.297841811450309
373,"(83.154906, 2.067667)",97.3333933056416,-1.9733573386800816
374,"(-6.010737, 35.241704)",97.97898318898628,0.6455898833446783
375,"(86.820844, 65.172994)",96.20454349226652,-1.7744396967197518
376,"(-4.258839, 37.775454)",94.15045730225765,-2.054086190008869
377,"(89.037184, 7.40601)",96.6932987752415,2.542841472983856
378,"(-3.548178, 41.841153)",99.50141352624394,2.808114751002438
379,"(39.002689, -43.333691)",98.28898078279018,-1.2124327434537663
380,"(-6.843667, 44.599799)",97.83179492153684,-0.45718586125333555
381,"(52.460388, -34.398679)",98.62866285252876,0.7968679309919167
382,"(-3.683354, 48.071365)",98.52390903708083,-0.10475381544793749
383,"(19.119491, -49.733178)",97.57227558917928,-0.9516334479015427
384,"(-4.118359, 43.665494)",96.51544361523155,-1.0568319739477328
385,"(33.33994, -50.039231)",98.04554846895545,1.5301048537238984
386,"(-3.758998, 42.027246)",98.85892671866745,0.8133782497119992
387,"(35.662529, -48.995388)",100.0,2.034073173419807
388,"(-2.916976, 41.648853)",100.0,2.1059520835487375
389,"(29.257276, -49.678692)",98.99553826176636,-1.0044617382336498
390,"(-6.180989, 42.532754)",96.84524681807449,-2.1502914436918763
391,"(58.946364, -32.67327)",97.13487903326053,0.2896322151860423
392,"(-3.719626, 42.653065)",99.20122999050791,2.066350957247375
393,"(29.441332, -53.740025)",99.34008005889626,0.13885006838834407
394,"(-2.824416, 39.053791)",98.74939332147746,-0.5906867374188092
395,"(52.93983, -40.074477)",100.0,2.977187041659593
396,"(-4.380549, 45.709839)",99.78165150747256,-0.2183484925274377
397,"(27.527276, -49.016408)",99.3122889488013,-0.4693625586712679
398,"(-6.728579, 48.12855)",99.83100689664744,0.5187179478461421
399,"(39.277604, -42.295319)",100.0,1.6123912243929532
400,"(-5.703566, 47.636754)",100.0,0.7868768432740854
401,"(29.599317, -41.081332)",96.68050257046417,-3.3194974295358235
402,"(-9.257098, 48.186781)",97.87182795872573,1.1913253882615544
403,"(47.78135, -31.40135)",98.51601994689992,0.6441919881741902
404,"(-7.310539, 47.016183)",98.11693400710682,-0.399085939793092
405,"(38.923992, -38.184149)",95.4997749339291,-2.6171590731777226
406,"(-8.136551, 47.495652)",97.1158769859566,1.6161020520274987
407,"(43.221239, -32.765448)",94.67676264052446,-2.4391143454321433
408,"(-5.868595, 48.603737)",95.17293333045757,0.4961706899331073
409,"(26.623689, -42.409513)",95.39780041754325,0.22486708708567785
410,"(-0.521019, 45.784579)",94.25305425465054,-1.1447461628927091
411,"(-13.457217, -48.788716)",94.65133802506939,0.39828377041886254
412,"(-0.971839, 44.869416)",92.68899502443355,-1.9623430006358393
413,"(-4.83781, -44.727589)",90.90493594310458,-1.7840590813289712
414,"(0.622598, 44.783374)",90.68110292509171,-0.2238330180128752
415,"(-21.28664, -44.367801)",91.60541405372446,0.9243111286327497
